pickup_taxizone_id,pickup_hour,pickup_weekday,average_fare,total_rides,total_fare,average_trip_distance,average_percent_tip
1.0,5,6,66.84234782608695,115,7686.87,1.3795652173913042,17.36926089880678
1.0,6,0,65.25265734265734,143,9331.130000000001,0.9902097902097904,19.53459611388794
1.0,6,1,69.05046511627907,129,8907.51,1.9240310077519378,22.266398434885588
1.0,6,2,75.55477011494253,174,13146.529999999999,1.9361494252873563,19.33329661956746
1.0,6,3,72.16022471910112,178,12844.52,1.5329213483146065,15.46125802048456
1.0,6,4,74.1159111111111,225,16676.079999999998,1.0840444444444444,17.250419458044124
1.0,6,5,66.91375722543353,173,11576.08,1.5730635838150289,11.66544652507951
1.0,6,6,64.12004854368932,206,13208.73,1.1262135922330097,18.805762622440362
1.0,7,0,63.39308270676691,133,8431.279999999999,2.9916541353383463,16.1135734572693
1.0,7,1,75.54396551724136,116,8763.099999999999,1.2851724137931035,21.900427152335553
1.0,7,2,72.36082191780822,146,10564.68,1.9806164383561644,14.865366958851903
1.0,7,3,75.49402777777777,144,10871.14,1.7926388888888891,18.76929440317793
1.0,7,4,73.63497695852534,217,15978.79,1.7290783410138248,14.780658273852568
1.0,7,5,75.6920394736842,152,11505.189999999999,2.4959868421052627,21.523363246484926
1.0,7,6,86.7316129032258,155,13443.399999999998,2.1038709677419356,23.13935798463393
1.0,8,0,73.91133858267716,127,9386.74,1.4330708661417322,14.439385138075652
1.0,8,1,78.79559139784946,93,7327.990000000001,1.556989247311828,17.920194560333275
1.0,8,2,81.20268292682927,123,9987.93,0.7344715447154471,23.637913991922222
1.0,8,3,79.88314960629923,127,10145.160000000002,1.8718110236220473,27.187320956705996
1.0,8,4,78.65424581005585,179,14079.109999999999,1.3172625698324025,16.234181618911933
1.0,8,5,74.0641605839416,137,10146.789999999999,2.841386861313868,12.671818206144314
1.0,8,6,75.57401069518717,187,14132.340000000002,1.6524598930481282,24.903665699040207
1.0,9,0,74.37958041958042,143,10636.28,4.311678321678322,10.765108989703775
1.0,9,1,71.05539130434784,115,8171.370000000001,3.7736521739130433,14.784243128020776
1.0,9,2,76.70108333333334,120,9204.130000000001,2.146583333333333,16.66240045379991
1.0,9,3,81.92204724409449,127,10404.1,2.1015748031496067,18.00585621904795
1.0,9,4,78.58394736842105,152,11944.76,2.248421052631579,17.636834259607856
1.0,9,5,78.52851063829786,141,11072.519999999999,2.5031914893617024,13.084068911622422
1.0,9,6,73.47241573033709,178,13078.090000000002,1.404494382022472,17.367232043456788
1.0,10,0,73.07493243243243,148,10815.09,1.6246621621621622,23.216179822955112
1.0,10,1,76.3540322580645,124,9467.9,3.3101612903225806,12.299343542154757
1.0,10,2,78.5935652173913,115,9038.26,2.2699999999999996,18.324437847618775
1.0,10,3,75.9921897810219,137,10410.93,2.2872992700729924,29.516475734809994
1.0,10,4,77.41673913043478,138,10683.51,1.6673188405797101,19.83165731881022
1.0,10,5,79.00782258064517,124,9796.970000000001,4.122822580645161,13.704727429877902
1.0,10,6,76.45582857142857,175,13379.77,1.9303428571428571,30.446520219399094
1.0,11,0,79.06150684931507,146,11542.98,2.4524657534246574,20.727265165590236
1.0,11,1,81.63163793103449,116,9469.27,2.9294827586206895,11.819922356443074
1.0,11,2,72.85685714285714,140,10199.96,2.304285714285714,24.167760569667596
1.0,11,3,74.16222222222221,144,10679.359999999999,3.456180555555555,16.871425459786145
1.0,11,4,77.75444444444445,162,12596.22,2.4301234567901235,24.42612031718767
1.0,11,5,79.52118055555555,144,11451.05,1.383888888888889,15.77356548982419
1.0,11,6,78.95354430379747,237,18711.99,1.7312658227848101,16.671434832393306
1.0,12,0,83.54482412060301,199,16625.42,1.3039195979899498,19.423815899649824
1.0,12,1,82.32329479768786,173,14241.93,1.2290751445086705,18.681913020285535
1.0,12,2,76.32042105263157,190,14500.88,2.1344736842105263,19.99888891001371
1.0,12,3,80.55198312236288,237,19090.820000000003,1.8945991561181434,19.400200621146947
1.0,12,4,79.46310344827586,261,20739.87,1.3540996168582373,15.452739906439286
1.0,12,5,77.76272727272726,154,11975.46,2.0144155844155844,20.355207975859457
1.0,12,6,76.93174418604653,258,19848.390000000003,1.9211240310077518,24.301977157630468
1.0,13,0,82.03407239819003,221,18129.53,1.6298642533936654,14.76646866515855
1.0,13,1,76.87324607329843,191,14682.79,2.109005235602094,22.369685505702193
1.0,13,2,74.0327519379845,258,19100.45,2.2395736434108526,17.34909428601243
1.0,13,3,76.26149305555556,288,21963.31,1.9630555555555556,20.16523981263887
1.0,13,4,76.43712025316455,316,24154.129999999997,2.0809810126582278,16.466239809930222
1.0,13,5,81.37675555555555,225,18309.769999999997,1.5043555555555557,15.188278721783986
1.0,13,6,76.92792993630572,314,24155.369999999995,1.8656050955414014,14.512960255557166
1.0,14,0,74.87020000000001,300,22461.06,2.0804666666666667,19.938435513079483
1.0,14,1,70.09383561643835,292,20467.4,2.4903424657534248,19.692112203650755
1.0,14,2,73.56164133738602,329,24201.780000000002,1.943434650455927,15.542248718536387
1.0,14,3,81.07046012269939,326,26428.97,1.3182515337423313,17.41144298495769
1.0,14,4,79.38060941828255,361,28656.4,1.748421052631579,18.211037626646156
1.0,14,5,82.76140845070422,284,23504.239999999998,1.2193309859154928,13.14894196864135
1.0,14,6,75.80422872340426,376,28502.390000000003,1.0847606382978725,20.85600323307661
1.0,15,0,75.64013245033111,302,22843.319999999996,1.67317880794702,17.782983845838196
1.0,15,1,75.8638127090301,299,22683.28,2.7367558528428093,19.551453926497473
1.0,15,2,76.37006309148265,317,24209.31,1.6011987381703472,15.61445150771953
1.0,15,3,69.7245054945055,364,25379.72,1.6564010989010984,20.737018807800958
1.0,15,4,77.85109422492401,329,25613.010000000002,1.7060182370820671,23.71050579040742
1.0,15,5,74.98729299363058,314,23546.01,2.8113057324840764,14.570862836061163
1.0,15,6,72.7828384279476,458,33334.54,2.02,16.88281533271794
1.0,16,0,79.13142414860681,323,25559.45,2.379907120743034,15.465092413505573
1.0,16,1,76.39699059561127,319,24370.639999999996,1.6439811912225704,18.38847272920578
1.0,16,2,76.4035472972973,296,22615.45,2.214459459459459,19.80985923616549
1.0,16,3,78.85749279538906,347,27363.550000000003,1.2110951008645534,15.545798834865106
1.0,16,4,80.31525280898876,356,28592.23,2.0491011235955057,15.984497284535868
1.0,16,5,78.59706896551725,290,22793.15,1.786137931034483,13.034190710949323
1.0,16,6,76.24744525547445,411,31337.699999999997,2.1692214111922143,15.220772442471462
1.0,17,0,79.65844262295083,244,19436.660000000003,1.5657377049180328,11.885948284732443
1.0,17,1,76.79506329113924,237,18200.43,2.0147679324894514,16.287106079657505
1.0,17,2,82.50725099601594,251,20709.32,1.8342231075697213,20.08332547744571
1.0,17,3,79.84200000000001,255,20359.710000000003,1.947176470588235,23.991137295268366
1.0,17,4,85.84018518518518,270,23176.85,2.3973333333333335,15.5517884958539
1.0,17,5,77.59977168949771,219,16994.35,2.140913242009133,17.38042391090584
1.0,17,6,73.77423208191126,293,21615.85,1.5523208191126279,13.691453107129853
1.0,18,0,76.6733734939759,166,12727.78,0.7112650602409639,21.0982650489552
1.0,18,1,73.59419913419913,231,17000.26,2.604848484848485,18.381848683353716
1.0,18,2,82.17281249999999,224,18406.71,1.9825,12.72597225471208
1.0,18,3,83.54014423076923,208,17376.35,2.337884615384615,12.554183833081165
1.0,18,4,82.60580152671756,262,21642.72,1.5122519083969466,16.615678686769307
1.0,18,5,85.57668604651163,172,14719.189999999999,2.4271511627906976,11.937081513793293
1.0,18,6,75.69479508196721,244,18469.53,2.097581967213115,18.14196443254032
1.0,19,0,80.52565789473684,152,12239.9,1.704736842105263,11.729083628540275
1.0,19,1,80.61952702702702,148,11931.689999999999,1.4996621621621622,25.56495632897254
1.0,19,2,79.86167487684729,203,16211.92,2.523054187192118,13.095059955550909
1.0,19,3,80.98745689655172,232,18789.09,2.9762068965517243,15.895725119341988
1.0,19,4,76.32763392857143,224,17097.39,1.5174999999999998,20.726715307278656
1.0,19,5,79.70185393258426,178,14186.929999999998,1.9278089887640448,11.503548562567158
1.0,19,6,77.42553488372094,215,16646.49,2.3714883720930233,14.8339268643482
1.0,20,0,77.97804597701149,87,6784.09,2.6997701149425284,10.235031119920231
1.0,20,1,78.3540625,96,7521.99,1.8221874999999998,14.006917962104525
1.0,20,2,69.19355555555556,90,6227.42,2.7267777777777775,22.434493899872155
1.0,20,3,82.0341134751773,141,11566.81,2.509148936170213,17.24805177879711
1.0,20,4,75.38323308270677,133,10025.97,3.5966165413533826,11.241353931952505
1.0,20,5,92.22243243243244,111,10236.69,2.050900900900901,20.609783840116094
1.0,20,6,70.48957446808511,141,9939.03,2.9044680851063833,27.385823045323757
1.0,21,0,76.59722222222223,36,2757.5,3.7605555555555545,27.030452285568423
1.0,21,1,79.77340425531915,47,3749.3500000000004,4.692978723404255,32.115825909491335
1.0,21,2,75.94,44,3341.3599999999997,3.4572727272727275,11.844771415818297
1.0,21,3,79.92417910447762,67,5354.92,3.672537313432836,23.20476801988554
1.0,21,4,70.87428571428572,49,3472.84,1.4859183673469387,10.097984480387117
1.0,21,5,79.55947368421053,57,4534.89,1.929824561403509,10.784330155707112
1.0,21,6,75.17017857142856,56,4209.53,3.183392857142857,8.056867359998765
1.0,22,0,69.38954545454546,22,1526.57,0.07636363636363637,20.36790810821093
1.0,22,1,88.33606060606061,33,2915.09,3.3921212121212125,13.66284622135313
1.0,22,2,88.38681818181819,22,1944.51,2.0109090909090908,13.026090140244316
1.0,22,3,101.36363636363636,33,3345.0,5.503333333333335,30.1062954706277
1.0,22,4,92.10571428571428,35,3223.7,0.6457142857142857,7.108849242916466
1.0,22,5,100.35,30,3010.5,6.429333333333334,9.588289345956115
1.0,22,6,74.5562962962963,27,2013.02,6.592222222222222,9.796758219194512
1.0,23,0,88.39411764705882,17,1502.7,3.1176470588235294,43.88700837275181
1.0,23,1,74.5625,16,1193.0,2.4675000000000002,28.937167396212608
1.0,23,2,76.58826086956522,23,1761.53,2.745217391304348,9.287768433503606
1.0,23,3,95.14285714285714,21,1998.0,2.258571428571429,7.053442889413604
1.0,23,4,98.10952380952382,21,2060.3,2.345238095238095,14.52213993139778
1.0,23,5,81.51578947368421,19,1548.8,3.9463157894736844,10.439334950902156
1.0,23,6,73.30611111111111,18,1319.51,3.671666666666667,24.460287547987956
2.0,0,0,44.25,2,88.5,15.45,17.086933614330874
2.0,0,1,48.0,3,144.0,16.19,9.851923076923077
2.0,0,3,21.5,1,21.5,7.1,0.0
2.0,0,4,27.5,2,55.0,9.805000000000001,10.247619047619047
2.0,0,5,48.5,2,97.0,17.335,24.31754216349769
2.0,1,1,9.0,1,9.0,2.78,0.0
2.0,1,2,52.0,1,52.0,20.7,20.28846153846154
2.0,1,4,7.5,1,7.5,1.32,29.333333333333332
2.0,1,6,18.5,1,18.5,5.8,0.0
2.0,2,3,18.5,1,18.5,6.16,0.0
2.0,3,0,11.5,1,11.5,3.39,0.0
2.0,4,2,30.5,2,61.0,11.075,18.51851851851852
2.0,5,1,52.0,1,52.0,17.75,0.0
2.0,5,3,52.0,1,52.0,15.58,0.0
2.0,5,5,83.775,2,167.55,11.629999999999999,9.615384615384617
2.0,5,6,52.0,1,52.0,19.06,0.0
2.0,6,2,52.0,1,52.0,17.42,0.0
2.0,6,3,7.0,1,7.0,1.41,22.285714285714285
2.0,6,4,55.5,1,55.5,14.5,20.27027027027027
2.0,6,5,7.5,4,30.0,1.815,7.249999999999999
2.0,6,6,52.0,1,52.0,19.07,22.519230769230774
2.0,7,1,4.5,2,9.0,0.86,29.467532467532465
2.0,7,5,10.0,1,10.0,2.65,21.6
2.0,7,6,48.0,1,48.0,17.6,0.0
2.0,8,0,34.0,1,34.0,12.3,20.441176470588236
2.0,8,2,24.5,1,24.5,8.1,0.0
2.0,8,3,29.666666666666668,3,89.0,8.6,20.12484237074401
2.0,8,4,41.1,2,82.2,9.54,0.0
2.0,8,5,5.0,1,5.0,0.69,20.0
2.0,8,6,41.5,2,83.0,13.975000000000001,4.838709677419355
2.0,9,0,34.5,1,34.5,12.7,0.0
2.0,9,1,37.666666666666664,3,113.0,12.416666666666666,15.697293447293449
2.0,9,2,35.75,2,71.5,14.13,11.259615384615387
2.0,9,3,35.5,2,71.0,11.265,0.0
2.0,9,5,51.0,2,102.0,0.0,0.0
2.0,10,1,70.0,1,70.0,23.9,0.0
2.0,10,2,28.5,3,85.5,9.043333333333333,23.166901929152385
2.0,10,3,43.85,2,87.7,4.7,0.0
2.0,10,5,52.0,1,52.0,17.37,20.30769230769231
2.0,10,6,29.0,4,116.0,4.0375000000000005,11.162087912087912
2.0,11,2,45.73333333333333,3,137.2,13.553333333333333,14.08974358974359
2.0,11,3,44.0,2,88.0,11.57,10.333333333333334
2.0,11,4,52.0,2,104.0,17.6,8.653846153846153
2.0,11,5,52.0,1,52.0,16.95,22.519230769230774
2.0,11,6,30.25,2,60.5,9.73,10.941176470588236
2.0,12,0,44.125,4,176.5,17.4,19.37532051282051
2.0,12,2,45.5,3,136.5,15.89,25.787179487179486
2.0,12,3,31.0,1,31.0,0.0,0.0
2.0,12,5,31.5,2,63.0,10.815,3.7037037037037033
2.0,12,6,57.1,2,114.2,8.25,10.16304347826087
2.0,13,0,37.25,2,74.5,6.365,0.0
2.0,13,1,33.75,2,67.5,10.0,14.072727272727272
2.0,13,2,25.25,6,151.5,4.038333333333333,5.602564102564102
2.0,13,3,27.375,4,109.5,9.11,4.807692307692308
2.0,13,4,34.75,2,69.5,11.515,20.448856548856547
2.0,13,5,30.5,1,30.5,9.38,16.39344262295082
2.0,13,6,48.0,1,48.0,17.2,0.0
2.0,14,0,31.916666666666668,6,191.5,10.201666666666666,17.38655366372758
2.0,14,1,42.9,5,214.5,14.368000000000004,18.923076923076923
2.0,14,2,34.625,4,138.5,12.192499999999999,10.789807692307694
2.0,14,3,62.75,2,125.5,22.945,21.358843537414963
2.0,14,4,49.333333333333336,3,148.0,18.186666666666667,16.146853146853147
2.0,14,5,52.0,1,52.0,19.0,0.0
2.0,14,6,45.5,5,227.5,13.475999999999999,4.061538461538462
2.0,15,0,52.0,2,104.0,18.045,0.0
2.0,15,1,108.5,2,217.0,30.25,4.807692307692308
2.0,15,2,20.125,4,80.5,5.9025,23.061017929438982
2.0,15,3,22.25,2,44.5,5.6899999999999995,0.0
2.0,15,4,42.166666666666664,3,126.5,14.266666666666666,9.83974358974359
2.0,15,5,52.0,3,156.0,17.566666666666666,22.40384615384615
2.0,15,6,33.916666666666664,6,203.5,11.81,10.904678654678657
2.0,16,0,45.666666666666664,3,137.0,13.589999999999998,6.4102564102564115
2.0,16,1,28.75,2,57.5,8.915,18.400000000000002
2.0,16,2,22.333333333333332,3,67.0,10.13,18.960127591706538
2.0,16,3,42.25,4,169.0,14.2525,19.110576923076923
2.0,16,4,32.3,4,129.2,6.735,4.545454545454546
2.0,16,5,43.25,2,86.5,13.44,11.840579710144928
2.0,16,6,40.5,2,81.0,13.489999999999998,16.052565707133915
2.0,17,0,52.0,2,104.0,17.479999999999997,15.826923076923078
2.0,17,1,23.75,2,47.5,5.970000000000001,31.998366013071895
2.0,17,2,45.125,4,180.5,13.057500000000001,6.322115384615384
2.0,17,3,22.5,1,22.5,5.7,0.0
2.0,17,4,44.333333333333336,3,133.0,12.313333333333333,7.8269230769230775
2.0,17,5,52.0,1,52.0,15.37,20.30769230769231
2.0,17,6,53.25,2,106.5,17.33,20.43392731122089
2.0,18,0,48.0,3,144.0,12.093333333333334,15.42948717948718
2.0,18,1,53.0,1,53.0,19.5,25.849056603773583
2.0,18,2,6.5,1,6.5,1.4,25.384615384615383
2.0,18,3,70.0,1,70.0,25.42,20.514285714285712
2.0,18,4,30.25,2,60.5,8.65,7.446808510638298
2.0,18,5,33.2,1,33.2,0.0,0.0
2.0,18,6,30.0,2,60.0,10.08,22.25
2.0,19,0,52.0,1,52.0,17.71,24.25
2.0,19,1,31.75,2,63.5,9.684999999999999,12.696428571428573
2.0,19,2,19.9,5,99.5,2.108,12.112666666666666
2.0,19,3,76.0,1,76.0,0.0,0.0
2.0,19,4,42.833333333333336,3,128.5,13.979999999999999,12.1585557299843
2.0,19,5,30.375,4,121.5,11.1625,9.20979020979021
2.0,19,6,40.333333333333336,3,121.0,13.979999999999999,18.181115181115185
2.0,20,0,13.5,1,13.5,4.31,0.0
2.0,20,2,32.0,3,96.0,10.589999999999998,18.43829762322913
2.0,20,3,34.166666666666664,3,102.5,12.023333333333333,16.034188034188034
2.0,20,4,40.0,4,160.0,14.155000000000001,12.84760043877691
2.0,20,5,40.0,1,40.0,12.3,20.625
2.0,20,6,46.675,4,186.7,12.9525,9.366158267020335
2.0,21,1,52.0,1,52.0,18.12,0.0
2.0,21,2,43.0,1,43.0,15.7,6.976744186046512
2.0,21,4,55.833333333333336,3,167.5,19.44,21.065970119119722
2.0,21,5,34.5,4,138.0,11.719999999999999,4.195804195804196
2.0,21,6,44.166666666666664,3,132.5,16.973333333333333,14.262820512820513
2.0,22,0,17.75,2,35.5,5.575,28.22431077694236
2.0,22,1,52.0,1,52.0,17.2,19.230769230769234
2.0,22,2,20.400000000000002,3,61.2,3.4233333333333333,7.07936507936508
2.0,22,3,52.0,1,52.0,19.04,23.480769230769234
2.0,22,4,48.666666666666664,3,146.0,17.733333333333334,14.371489621489625
2.0,22,5,52.0,1,52.0,20.78,0.0
2.0,22,6,45.4,3,136.2,2.6833333333333336,0.0
2.0,23,0,46.666666666666664,3,140.0,15.803333333333333,17.367521367521366
2.0,23,3,37.0,1,37.0,12.1,20.675675675675677
2.0,23,4,32.0,4,128.0,10.545,4.326923076923077
2.0,23,5,45.4,3,136.2,12.81,7.499999999999999
3.0,0,0,31.54,5,157.7,9.52,5.0311111111111115
3.0,0,1,24.852,5,124.26,8.178,5.0
3.0,0,2,26.754,5,133.77,5.518,2.0
3.0,0,3,23.5675,4,94.27,1.8825000000000003,7.142857142857142
3.0,0,4,22.5625,8,180.5,3.1475,5.726530612244899
3.0,0,5,29.588181818181816,11,325.46999999999997,7.25,0.0
3.0,0,6,25.170909090909092,11,276.88,5.344545454545454,0.006060606060606061
3.0,1,0,20.972727272727273,11,230.7,3.9209090909090905,1.9628099173553721
3.0,1,1,10.25,2,20.5,2.5999999999999996,11.11111111111111
3.0,1,2,10.942499999999999,4,43.769999999999996,2.77,0.0
3.0,1,3,13.333333333333334,6,80.0,2.4000000000000004,3.6799999999999997
3.0,1,4,28.25,6,169.5,6.053333333333332,0.0
3.0,1,5,19.61111111111111,9,176.5,5.471111111111112,3.235492176668647
3.0,1,6,22.136363636363637,11,243.5,4.334545454545455,18.288770053475936
3.0,2,0,40.75,2,81.5,14.275,20.0
3.0,2,1,24.6,5,123.0,7.081999999999999,6.583333333333333
3.0,2,2,19.857142857142858,7,139.0,6.175714285714286,0.0
3.0,2,3,23.25,2,46.5,7.945,0.0
3.0,2,4,38.875,4,155.5,6.6975,5.029069767441861
3.0,2,5,24.505555555555556,18,441.1,4.035,8.294850258113236
3.0,2,6,23.5625,8,188.5,6.9937499999999995,2.76
3.0,3,0,22.333333333333332,6,134.0,7.210000000000001,0.0
3.0,3,1,18.25,4,73.0,5.76,0.0
3.0,3,2,34.57666666666667,3,103.73,6.076666666666667,0.0
3.0,3,3,26.100000000000005,6,156.60000000000002,7.476666666666667,6.953812636165577
3.0,3,4,30.343333333333334,3,91.03,6.406666666666666,6.809651474530832
3.0,3,5,45.394,25,1134.85,13.886,2.8990829455841243
3.0,3,6,38.49111111111111,27,1039.26,5.9148148148148145,4.661086802423003
3.0,4,0,30.53333333333333,6,183.2,8.353333333333333,8.19672131147541
3.0,4,1,32.51538461538461,13,422.7,10.168461538461539,0.0
3.0,4,2,25.755,12,309.06,8.605,0.0
3.0,4,3,21.423,20,428.46,5.434,0.0
3.0,4,4,24.756666666666664,6,148.54,8.231666666666667,0.0
3.0,4,5,35.72631578947368,19,678.8,6.729473684210526,3.733898108480134
3.0,4,6,23.26421052631579,19,442.02,6.015789473684211,3.003283989922412
3.0,5,0,40.311,10,403.11,12.35,1.7390243902439024
3.0,5,1,35.028666666666666,15,525.43,7.416666666666667,1.374570446735395
3.0,5,2,38.882,5,194.41,12.656,0.0
3.0,5,3,35.254285714285714,7,246.78,12.035714285714283,2.199134199134199
3.0,5,4,36.48666666666667,15,547.3000000000001,10.31,15.23611111111111
3.0,5,5,26.995454545454546,11,296.95,6.699090909090909,3.468411214953271
3.0,5,6,28.614375000000003,16,457.83000000000004,8.19375,0.4166666666666667
3.0,6,0,40.38871794871795,39,1575.1599999999999,12.462051282051283,7.540670935333251
3.0,6,1,43.74263157894737,38,1662.22,13.54763157894737,8.688852051329027
3.0,6,2,37.39204545454545,44,1645.25,10.469318181818181,6.651484459335114
3.0,6,3,37.18418604651163,43,1598.92,12.635348837209303,8.293584996511848
3.0,6,4,38.70676470588235,34,1316.03,12.304117647058822,8.731477979413656
3.0,6,5,31.45875,8,251.67,9.188749999999999,5.672202797202797
3.0,6,6,30.872000000000003,5,154.36,5.316000000000001,0.0
3.0,7,0,35.106025641025646,78,2738.2700000000004,8.701538461538462,1.4106812744821795
3.0,7,1,38.60983606557377,61,2355.2,10.142622950819673,1.0502878605315582
3.0,7,2,34.835686274509804,51,1776.62,10.044705882352941,0.30030959752321984
3.0,7,3,33.606785714285714,56,1881.9799999999998,8.549285714285713,0.9333900226757369
3.0,7,4,33.183076923076925,52,1725.52,9.181346153846153,1.0203671624243749
3.0,7,5,21.721578947368425,19,412.71000000000004,6.663157894736844,2.7744360902255636
3.0,7,6,18.245500000000003,40,729.8200000000002,4.70325,3.19263763750481
3.0,8,0,29.66695652173913,46,1364.68,6.712826086956523,0.8027100271002711
3.0,8,1,28.174374999999998,48,1352.37,6.881458333333334,2.707660047502363
3.0,8,2,27.70357142857143,56,1551.4,6.883928571428571,1.6978448759758058
3.0,8,3,30.910384615384615,52,1607.34,6.413846153846153,1.8812543366569563
3.0,8,4,25.6466,50,1282.33,6.6278,3.095442494798109
3.0,8,5,32.732,15,490.98,8.691333333333334,4.744959026659511
3.0,8,6,25.482380952380954,42,1070.26,8.053333333333333,1.1227891156462586
3.0,9,0,27.48628571428571,35,962.0199999999999,8.496857142857143,1.4563999519104045
3.0,9,1,28.774827586206897,29,834.47,7.321724137931034,2.8541125352011005
3.0,9,2,20.722,30,621.6600000000001,5.144000000000001,2.7778575048140266
3.0,9,3,27.355416666666667,24,656.53,8.170833333333334,0.8714285714285714
3.0,9,4,27.868387096774196,31,863.9200000000001,6.633870967741935,1.5268817204301073
3.0,9,5,25.665789473684214,38,975.3000000000001,7.25078947368421,3.406155396337164
3.0,9,6,23.145192307692305,52,1203.55,5.563653846153845,2.6358519884435743
3.0,10,0,22.195,20,443.9,4.8985,2.34721706864564
3.0,10,1,20.9034375,32,668.91,5.59,2.574325040015065
3.0,10,2,23.27478260869565,23,535.3199999999999,6.552608695652175,2.067391304347826
3.0,10,3,24.896129032258067,31,771.7800000000001,5.691935483870968,3.0433691519915183
3.0,10,4,17.866764705882353,34,607.47,4.939411764705882,0.6127450980392157
3.0,10,5,28.32227272727273,22,623.09,8.416363636363636,2.2410295951023262
3.0,10,6,19.99423728813559,59,1179.6599999999999,4.556271186440678,0.8680730509454861
3.0,11,0,26.125000000000004,22,574.7500000000001,7.6840909090909095,2.476254138018844
3.0,11,1,22.700909090909093,22,499.42,6.075,1.4304339071780932
3.0,11,2,31.099999999999998,23,715.3,8.932608695652174,2.063888620589737
3.0,11,3,24.406153846153845,26,634.56,5.333461538461539,1.2844444444444443
3.0,11,4,25.250606060606064,33,833.2700000000001,6.512727272727274,3.424648047670119
3.0,11,5,24.177200000000003,25,604.4300000000001,6.236800000000001,2.574216554138535
3.0,11,6,24.210434782608697,23,556.84,6.694347826086957,1.6066205533596838
3.0,12,0,22.58736842105263,38,858.3199999999999,5.822631578947369,1.8725078842725897
3.0,12,1,25.541785714285712,28,715.17,7.298928571428571,4.362845521477089
3.0,12,2,23.62722222222222,36,850.5799999999999,6.476388888888888,1.3571428571428572
3.0,12,3,27.62258064516129,31,856.3,6.9151612903225805,0.5435555555555555
3.0,12,4,22.754242424242424,33,750.89,6.596666666666668,0.4673857216230097
3.0,12,5,25.617619047619048,21,537.97,7.423333333333334,4.083190684220433
3.0,12,6,27.600666666666665,30,828.02,8.521333333333335,0.5666666666666667
3.0,13,0,23.12125,40,924.85,5.633249999999999,0.7525627430187345
